Frequency (Hz)	Level (dB)
4015.625000	-34.363358
4031.250000	-32.840443
4046.875000	-31.786634
4062.500000	-30.522989
4078.125000	-30.124386
4093.750000	-30.978729
4109.375000	-32.277679
4125.000000	-33.809174
4140.625000	-35.125717
4156.250000	-36.455658
4171.875000	-37.695297
4187.500000	-39.029804
4203.125000	-40.069626
4218.750000	-41.115353
4234.375000	-41.807018
4250.000000	-42.352306
4265.625000	-42.836689
4281.250000	-43.647602
4296.875000	-44.198841
4312.500000	-44.673229
4328.125000	-44.832577
4343.750000	-45.449272
4359.375000	-45.598961
4375.000000	-45.741894
4390.625000	-45.931965
4406.250000	-46.099735
4421.875000	-45.858555
4437.500000	-45.978359
4453.125000	-46.163620
4468.750000	-45.819904
4484.375000	-45.563042
4500.000000	-45.068672
4515.625000	-44.842091
4531.250000	-44.187790
4546.875000	-43.403980
4562.500000	-42.702698
4578.125000	-41.979385
4593.750000	-40.618279
4609.375000	-39.447021
4625.000000	-37.741352
4640.625000	-36.049435
4656.250000	-34.840958
4671.875000	-34.998051
4687.500000	-36.035336
4703.125000	-37.638218
4718.750000	-39.489761
4734.375000	-41.472183
4750.000000	-42.924728
4765.625000	-44.241520
4781.250000	-45.430454
4796.875000	-46.443668
4812.500000	-47.038231
4828.125000	-47.997097
4843.750000	-48.829388
4859.375000	-49.213017
4875.000000	-49.673763
4890.625000	-50.161751
4906.250000	-50.616455
4921.875000	-50.737057
4937.500000	-51.118698
4953.125000	-51.012783
4968.750000	-51.297726
4984.375000	-51.318943
5000.000000	-51.434715
5015.625000	-51.413692
5031.250000	-51.088844
5046.875000	-50.547604
5062.500000	-50.446018
5078.125000	-50.235744
5093.750000	-49.707748
5109.375000	-49.247162
5125.000000	-48.592651
5140.625000	-47.562428
5156.250000	-46.237293
5171.875000	-45.148689
5187.500000	-43.738064
5203.125000	-42.106907
5218.750000	-40.184368
5234.375000	-38.967613
5250.000000	-39.244038
5265.625000	-40.481457
5281.250000	-42.066628
5296.875000	-43.748203
5312.500000	-45.632782
5328.125000	-47.252846
5343.750000	-48.791939
5359.375000	-49.732475
5375.000000	-50.610451
5390.625000	-51.595768
5406.250000	-52.443111
5421.875000	-52.830441
5437.500000	-53.295704
5453.125000	-53.922245
5468.750000	-53.961777
5484.375000	-54.402916
5500.000000	-54.639225
5515.625000	-54.675037
5531.250000	-54.782104
5546.875000	-54.896309
5562.500000	-54.981163
5578.125000	-55.076378
5593.750000	-54.834644
5609.375000	-54.602245
5625.000000	-54.306709
5640.625000	-53.855995
5656.250000	-53.317173
5671.875000	-53.122166
5687.500000	-52.252747
5703.125000	-51.451271
5718.750000	-50.544277
5734.375000	-49.524235
5750.000000	-48.109287
5765.625000	-47.330654
5781.250000	-45.495590
5796.875000	-43.991699
5812.500000	-43.317158
5828.125000	-43.112911
5843.750000	-44.000187
5859.375000	-45.872147
5875.000000	-47.690937
5890.625000	-49.152054
5906.250000	-50.630184
5921.875000	-51.600857
5937.500000	-52.342884
5953.125000	-53.227730
5968.750000	-54.213337
5984.375000	-55.120865
6000.000000	-55.852325
6015.625000	-56.329426
6031.250000	-56.620499
6046.875000	-56.780563
6062.500000	-57.012608
6078.125000	-57.353127
6093.750000	-57.723961
6109.375000	-57.907875
6125.000000	-57.589676
6140.625000	-57.684181
6156.250000	-57.902557
6171.875000	-57.634384
6187.500000	-57.225704
6203.125000	-57.251228
6218.750000	-57.194191
6234.375000	-56.724445
6250.000000	-56.106689
6265.625000	-55.297619
6281.250000	-54.917610
6296.875000	-54.081993
6312.500000	-53.569771
6328.125000	-52.576756
6343.750000	-51.104172
6359.375000	-50.286392
6375.000000	-49.179741
6390.625000	-48.313362
6406.250000	-48.364426
6421.875000	-49.195839
6437.500000	-50.492081
6453.125000	-52.143925
6468.750000	-53.408169
6484.375000	-54.794971
6500.000000	-56.031784
6515.625000	-57.208199
6531.250000	-58.111191
6546.875000	-59.226566
6562.500000	-60.151657
6578.125000	-60.789494
6593.750000	-61.273846
6609.375000	-61.847805
6625.000000	-62.301579
6640.625000	-62.867367
6656.250000	-63.334122
6671.875000	-63.794964
6687.500000	-63.743061
6703.125000	-64.075874
6718.750000	-64.415710
6734.375000	-64.591988
6750.000000	-64.635262
6765.625000	-64.711174
6781.250000	-64.740639
6796.875000	-64.437660
6812.500000	-64.481804
6828.125000	-64.289886
6843.750000	-64.162300
6859.375000	-63.584667
6875.000000	-63.009968
6890.625000	-62.492474
6906.250000	-61.722988
6921.875000	-61.286213
6937.500000	-60.631889
6953.125000	-59.997684
6968.750000	-59.802155
6984.375000	-59.905247
7000.000000	-60.798561
7015.625000	-62.119663
7031.250000	-63.779076
7046.875000	-65.460609
7062.500000	-66.893387
7078.125000	-68.443329
7093.750000	-69.453087
7109.375000	-70.866096
7125.000000	-72.147797
7140.625000	-73.315895
7156.250000	-74.411385
7171.875000	-75.169846
7187.500000	-75.909332
7203.125000	-77.011795
7218.750000	-77.931450
7234.375000	-78.539520
7250.000000	-79.128021
7265.625000	-79.692375
7281.250000	-80.699684
7296.875000	-81.253860
7312.500000	-81.455894
7328.125000	-81.992195
7343.750000	-82.290848
7359.375000	-82.900124
7375.000000	-83.326797
7390.625000	-83.868431
7406.250000	-84.023575
7421.875000	-84.202179
7437.500000	-84.384224
7453.125000	-84.437325
7468.750000	-84.591309
7484.375000	-84.466576
7500.000000	-84.595901
7515.625000	-84.802750
7531.250000	-85.237465
7546.875000	-85.925064
7562.500000	-87.259125
7578.125000	-88.767311
7593.750000	-90.805641
7609.375000	-92.847084
7625.000000	-95.099731
7640.625000	-97.674522
7656.250000	-99.837036
7671.875000	-101.862312
7687.500000	-103.849319
7703.125000	-106.028511
7718.750000	-108.343063
7734.375000	-111.214439
7750.000000	-114.526344
7765.625000	-117.498428
7781.250000	-120.813309
7796.875000	-124.682053
7812.500000	-128.393600
7828.125000	-132.612473
7843.750000	-137.612030
7859.375000	-143.387192
7875.000000	-149.416489
7890.625000	-155.214401
7906.250000	-160.297852
7921.875000	-163.195023
7937.500000	-164.068390
7953.125000	-164.235046
7968.750000	-164.333389
7984.375000	-164.524506
