Frequency (Hz)	Level (dB)
1921.875000	-33.090614
1937.500000	-33.301308
1953.125000	-33.298187
1968.750000	-33.021442
1984.375000	-33.335423
2000.000000	-33.382431
2015.625000	-33.360413
2031.250000	-33.288288
2046.875000	-33.151958
2062.500000	-32.986206
2078.125000	-33.059345
2093.750000	-33.130280
2109.375000	-33.168045
2125.000000	-32.964184
2140.625000	-33.290257
2156.250000	-33.467937
2171.875000	-33.349609
2187.500000	-33.196651
2203.125000	-32.876579
2218.750000	-32.688778
2234.375000	-32.823689
2250.000000	-32.843758
2265.625000	-32.898956
2281.250000	-33.245056
2296.875000	-33.044899
2312.500000	-33.018875
2328.125000	-32.955917
2343.750000	-33.149212
2359.375000	-33.280102
2375.000000	-33.317242
2390.625000	-33.163025
2406.250000	-33.108841
2421.875000	-33.078659
2437.500000	-33.378384
2453.125000	-33.200871
2468.750000	-33.289631
2484.375000	-33.207272
2500.000000	-33.175781
2515.625000	-33.249268
2531.250000	-33.318157
2546.875000	-33.106045
2562.500000	-33.105228
2578.125000	-33.045773
2593.750000	-33.038387
2609.375000	-33.012852
2625.000000	-32.821995
2640.625000	-32.862953
2656.250000	-32.914249
2671.875000	-33.268551
2687.500000	-33.414539
2703.125000	-33.307514
2718.750000	-33.224716
2734.375000	-33.233540
2750.000000	-33.079842
2765.625000	-32.883480
2781.250000	-33.600769
2796.875000	-33.465282
2812.500000	-33.241180
2828.125000	-32.870197
2843.750000	-32.805855
2859.375000	-32.831196
2875.000000	-32.608383
2890.625000	-32.702442
2906.250000	-32.803299
2921.875000	-33.126259
2937.500000	-32.988720
2953.125000	-32.780731
2968.750000	-33.019108
2984.375000	-33.247807
3000.000000	-33.199924
3015.625000	-33.373749
3031.250000	-33.600155
3046.875000	-33.499798
3062.500000	-33.381824
3078.125000	-33.237061
3093.750000	-33.100739
3109.375000	-32.807369
3125.000000	-32.934307
3140.625000	-33.124069
3156.250000	-33.134563
3171.875000	-32.940636
3187.500000	-32.739983
3203.125000	-33.129730
3218.750000	-33.205921
3234.375000	-33.198856
3250.000000	-32.981392
3265.625000	-32.972343
3281.250000	-32.930557
3296.875000	-33.203362
3312.500000	-33.500603
3328.125000	-33.513447
3343.750000	-33.177166
3359.375000	-33.148170
3375.000000	-32.951469
3390.625000	-33.129814
3406.250000	-32.997177
3421.875000	-33.061428
3437.500000	-33.111576
3453.125000	-33.199314
3468.750000	-32.787682
3484.375000	-32.759911
3500.000000	-33.147354
3515.625000	-33.160858
3531.250000	-33.028687
3546.875000	-32.960747
3562.500000	-33.055958
3578.125000	-33.084408
3593.750000	-33.049423
3609.375000	-32.948410
3625.000000	-33.027756
3640.625000	-32.925259
3656.250000	-33.282082
3671.875000	-33.215061
3687.500000	-33.107693
3703.125000	-32.981842
3718.750000	-33.086922
3734.375000	-33.173683
3750.000000	-33.386127
3765.625000	-33.388271
3781.250000	-33.059864
3796.875000	-32.995998
3812.500000	-33.265419
3828.125000	-33.415344
3843.750000	-33.202793
3859.375000	-33.239391
3875.000000	-33.242344
3890.625000	-33.085182
3906.250000	-33.120796
3921.875000	-33.048256
3937.500000	-32.961727
3953.125000	-33.207321
3968.750000	-33.331615
3984.375000	-33.052193
4000.000000	-33.014679
4015.625000	-33.062443
4031.250000	-32.880276
4046.875000	-33.060242
4062.500000	-32.913387
4078.125000	-32.853935
4093.750000	-33.302326
4109.375000	-33.454044
4125.000000	-33.440159
4140.625000	-33.167488
4156.250000	-33.073013
4171.875000	-32.999325
4187.500000	-33.120682
4203.125000	-33.138824
4218.750000	-33.247219
4234.375000	-33.087200
4250.000000	-32.909409
4265.625000	-32.756500
4281.250000	-32.997734
4296.875000	-33.023991
4312.500000	-33.062286
4328.125000	-32.847740
4343.750000	-33.150780
4359.375000	-33.032940
4375.000000	-32.983746
4390.625000	-33.037045
4406.250000	-33.126617
4421.875000	-32.868282
4437.500000	-33.035183
4453.125000	-33.338707
4468.750000	-33.174969
4484.375000	-33.182583
4500.000000	-33.022133
4515.625000	-33.217548
4531.250000	-33.131165
4546.875000	-32.977509
4562.500000	-33.069481
4578.125000	-33.311108
4593.750000	-33.126831
4609.375000	-33.307491
4625.000000	-33.201130
4640.625000	-33.079311
4656.250000	-32.937199
4671.875000	-33.169186
4687.500000	-33.082344
4703.125000	-32.961063
4718.750000	-32.987152
4734.375000	-33.179295
4750.000000	-33.116535
4765.625000	-33.072487
4781.250000	-33.168053
4796.875000	-33.131069
4812.500000	-32.898380
4828.125000	-33.081238
4843.750000	-33.254436
4859.375000	-33.046387
4875.000000	-33.011143
4890.625000	-33.084484
4906.250000	-33.174221
4921.875000	-33.014896
4937.500000	-33.177494
4953.125000	-32.913002
4968.750000	-33.105999
4984.375000	-33.081425
5000.000000	-33.232811
5015.625000	-33.304199
5031.250000	-33.147873
5046.875000	-32.829823
5062.500000	-33.023739
5078.125000	-33.218639
5093.750000	-33.174881
5109.375000	-33.326534
5125.000000	-33.385563
5140.625000	-33.263866
5156.250000	-32.974640
5171.875000	-33.081757
5187.500000	-33.167736
5203.125000	-33.210644
5218.750000	-33.006916
5234.375000	-32.859497
5250.000000	-33.228241
5265.625000	-33.243744
5281.250000	-32.978600
5296.875000	-32.794495
5312.500000	-32.990555
5328.125000	-33.119713
5343.750000	-33.369587
5359.375000	-33.180523
5375.000000	-33.120102
5390.625000	-33.288845
5406.250000	-33.402622
5421.875000	-33.178226
5437.500000	-33.126030
5453.125000	-33.307575
5468.750000	-32.970581
5484.375000	-33.113792
5500.000000	-33.106155
5515.625000	-32.970882
5531.250000	-32.957245
5546.875000	-33.021484
5562.500000	-33.119888
5578.125000	-33.290058
5593.750000	-33.182838
5609.375000	-33.159756
5625.000000	-33.135376
5640.625000	-33.036716
5656.250000	-32.925491
5671.875000	-33.256615
5687.500000	-33.041393
5703.125000	-32.981266
5718.750000	-32.964207
5734.375000	-33.016586
5750.000000	-32.792614
5765.625000	-33.373096
5781.250000	-33.174362
5796.875000	-33.017048
5812.500000	-33.305897
5828.125000	-33.033436
5843.750000	-32.899803
5859.375000	-33.285713
5875.000000	-33.342289
5890.625000	-33.289993
5906.250000	-33.401051
5921.875000	-33.160271
5937.500000	-32.855583
5953.125000	-32.870499
5968.750000	-33.058208
5984.375000	-33.266216
6000.000000	-33.388458
6015.625000	-33.328594
6031.250000	-33.164055
6046.875000	-32.935162
6062.500000	-32.849136
6078.125000	-32.935364
6093.750000	-33.127728
6109.375000	-33.177048
6125.000000	-32.791500
6140.625000	-32.889442
6156.250000	-33.161022
6171.875000	-33.001808
6187.500000	-32.759277
6203.125000	-32.995235
6218.750000	-33.245182
6234.375000	-33.136501
6250.000000	-32.970966
6265.625000	-32.719696
6281.250000	-32.954987
6296.875000	-32.930882
6312.500000	-33.235222
6328.125000	-33.382801
6343.750000	-33.030380
6359.375000	-33.415531
6375.000000	-33.436489
6390.625000	-33.197651
6406.250000	-33.123634
6421.875000	-33.084637
6437.500000	-33.075439
6453.125000	-33.185268
6468.750000	-32.986004
6484.375000	-33.024376
6500.000000	-33.025681
6515.625000	-33.079197
6531.250000	-33.004467
6546.875000	-33.235668
6562.500000	-33.355968
6578.125000	-33.263916
6593.750000	-33.103016
6609.375000	-33.111919
6625.000000	-33.038937
6640.625000	-33.137020
6656.250000	-33.206944
6671.875000	-33.294041
6687.500000	-32.943043
6703.125000	-33.028606
6718.750000	-33.177917
6734.375000	-33.203125
6750.000000	-33.131435
6765.625000	-33.158295
6781.250000	-33.209038
6796.875000	-32.983017
6812.500000	-33.170597
6828.125000	-33.189091
6843.750000	-33.330158
6859.375000	-33.145863
6875.000000	-33.021275
6890.625000	-33.047916
6906.250000	-32.931015
6921.875000	-33.147800
6937.500000	-33.217331
6953.125000	-33.141918
6968.750000	-33.144039
6984.375000	-32.948380
7000.000000	-33.026329
7015.625000	-33.100800
7031.250000	-33.272282
7046.875000	-33.343777
7062.500000	-33.324005
7078.125000	-33.381390
7093.750000	-33.037254
7109.375000	-33.227524
7125.000000	-33.278355
7140.625000	-33.361908
7156.250000	-33.379116
7171.875000	-33.170742
7187.500000	-32.996983
7203.125000	-33.253078
7218.750000	-33.363701
7234.375000	-33.154156
7250.000000	-33.036434
7265.625000	-33.010303
7281.250000	-33.340405
7296.875000	-33.209606
7312.500000	-32.898502
7328.125000	-32.953403
7343.750000	-32.802410
7359.375000	-32.943909
7375.000000	-33.014248
7390.625000	-33.266617
7406.250000	-33.198048
7421.875000	-33.165264
7437.500000	-33.243011
7453.125000	-33.191765
7468.750000	-33.231522
7484.375000	-32.985489
7500.000000	-32.997593
7515.625000	-33.086288
7531.250000	-33.011745
7546.875000	-32.994823
7562.500000	-33.203129
7578.125000	-32.980095
7593.750000	-33.036808
7609.375000	-32.759602
7625.000000	-32.913696
7640.625000	-33.114201
7656.250000	-33.185059
7671.875000	-33.220253
7687.500000	-33.219597
7703.125000	-32.998291
7718.750000	-33.070950
7734.375000	-33.180641
7750.000000	-32.938385
7765.625000	-33.057419
7781.250000	-33.282993
7796.875000	-33.232742
7812.500000	-33.259407
7828.125000	-33.425667
7843.750000	-33.187191
7859.375000	-33.075550
7875.000000	-33.096416
7890.625000	-33.014877
7906.250000	-33.074711
7921.875000	-33.049057
7937.500000	-33.077911
7953.125000	-33.190506
7968.750000	-32.964756
7984.375000	-32.973606
